loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Combined_asset_value
2925,0, Graduate, No,4000000,11500000,8,434,4500000,2800000,8400000,5900000, Rejected,21600000
727,1, Not Graduate, No,4100000,12200000,6,354,7300000,5600000,16300000,3500000, Rejected,32700000
827,1, Graduate, No,1600000,5400000,12,707,600000,1700000,6200000,800000, Approved,9300000
1522,0, Graduate, Yes,3500000,10000000,14,709,5300000,1800000,9200000,5000000, Approved,21300000
137,2, Not Graduate, No,4600000,16700000,2,786,200000,5900000,13900000,6100000, Approved,26100000
629,2, Not Graduate, Yes,4500000,12500000,12,418,400000,4300000,12400000,4300000, Rejected,21400000
335,3, Graduate, Yes,3200000,8600000,2,427,3900000,1800000,7100000,4700000, Rejected,17500000
391,0, Not Graduate, Yes,7200000,19800000,12,658,12700000,8100000,25000000,7300000, Approved,53100000
3408,1, Not Graduate, No,4100000,11100000,6,405,12000000,2900000,9000000,5900000, Rejected,29800000
1818,4, Graduate, Yes,9200000,25400000,14,765,21200000,6600000,25100000,5600000, Approved,58500000
4010,4, Not Graduate, No,200000,500000,16,765,600000,100000,600000,100000, Approved,1400000
711,0, Graduate, Yes,6900000,18600000,10,330,19600000,9400000,16400000,4500000, Rejected,49900000
1040,5, Not Graduate, No,600000,2300000,4,347,0,0,1900000,200000, Rejected,2100000
2908,5, Not Graduate, No,7700000,20300000,12,806,21300000,13300000,18900000,9600000, Approved,63100000
3852,4, Not Graduate, Yes,2000000,5200000,16,724,5200000,3800000,4600000,2800000, Approved,16400000
1562,4, Graduate, Yes,3100000,8100000,12,730,6300000,4500000,9000000,4500000, Approved,24300000
4096,1, Not Graduate, Yes,5200000,20500000,10,407,1100000,3400000,18200000,3800000, Rejected,26500000
3739,5, Graduate, No,3200000,12200000,6,493,7700000,6200000,6700000,2100000, Rejected,22700000
1113,1, Graduate, No,1600000,6300000,2,721,3000000,600000,5200000,900000, Approved,9700000
2514,0, Not Graduate, No,1800000,4200000,6,836,1300000,1900000,6800000,2000000, Approved,12000000
1224,2, Graduate, No,1600000,3800000,10,837,3800000,1100000,5500000,1600000, Approved,12000000
3132,1, Graduate, Yes,200000,400000,18,859,300000,100000,400000,200000, Approved,1000000
2422,4, Graduate, Yes,4700000,9500000,18,876,11800000,6600000,18000000,4100000, Approved,40500000
1509,0, Not Graduate, Yes,2300000,6000000,16,756,2900000,2100000,7500000,1200000, Approved,13700000
1751,2, Graduate, No,4300000,9800000,2,499,4400000,4500000,12600000,5100000, Rejected,26600000
2985,4, Graduate, Yes,6400000,21700000,10,384,16500000,8200000,15100000,5700000, Rejected,45500000
3993,0, Not Graduate, No,3700000,12700000,14,797,1300000,1100000,12300000,3700000, Approved,18400000
339,3, Not Graduate, Yes,6800000,16900000,18,628,3600000,900000,15600000,4900000, Approved,25000000
216,3, Graduate, Yes,6900000,16400000,4,787,11100000,6100000,26400000,3800000, Approved,47400000
1342,2, Graduate, Yes,8300000,27900000,18,840,12600000,3500000,19100000,9200000, Approved,44400000
3765,4, Graduate, Yes,8300000,25400000,4,624,22900000,4000000,24800000,5400000, Approved,57100000
1521,0, Graduate, No,1400000,2700000,2,649,2600000,1000000,5500000,1100000, Approved,10200000
3471,3, Not Graduate, Yes,8300000,25900000,8,696,14400000,12200000,23500000,7100000, Approved,57200000
2841,5, Graduate, No,9000000,25900000,4,538,11100000,11100000,31300000,8100000, Rejected,61600000
2995,4, Not Graduate, Yes,8600000,21400000,14,476,6200000,2700000,28000000,12800000, Rejected,49700000
2323,5, Not Graduate, Yes,200000,300000,10,704,500000,100000,800000,200000, Approved,1600000
2572,3, Not Graduate, No,8100000,22300000,10,686,20400000,8700000,19200000,6200000, Approved,54500000
102,2, Not Graduate, Yes,300000,1100000,2,702,300000,200000,500000,200000, Approved,1200000
3923,4, Graduate, Yes,1300000,3900000,16,566,700000,200000,3400000,1600000, Approved,5900000
172,0, Not Graduate, No,1900000,4100000,18,801,400000,800000,4800000,1200000, Approved,7200000
108,0, Graduate, No,2700000,10600000,6,591,1300000,2700000,9900000,1800000, Approved,15700000
3112,5, Graduate, Yes,7300000,18700000,16,813,6600000,8200000,20000000,5800000, Approved,40600000
4262,3, Graduate, Yes,3000000,7500000,6,881,1400000,4500000,6100000,2300000, Approved,14300000
3768,3, Graduate, Yes,4100000,8300000,16,351,6000000,100000,11100000,2200000, Rejected,19400000
4032,5, Graduate, Yes,9700000,24700000,18,648,15100000,600000,25200000,6800000, Approved,47700000
3434,0, Graduate, Yes,2900000,7500000,18,692,3200000,300000,7500000,4000000, Approved,15000000
3011,2, Graduate, No,5000000,5200000,6,896,4300000,100000,6200000,2400000, Approved,13000000
2969,2, Graduate, No,9700000,34500000,10,649,10600000,7600000,24800000,5900000, Approved,48900000
3553,0, Graduate, No,5200000,17800000,18,558,8300000,5400000,13000000,3100000, Approved,29800000
3452,0, Not Graduate, No,7400000,25500000,6,463,2300000,5600000,26800000,8400000, Rejected,43100000
3824,2, Graduate, Yes,5500000,12000000,2,567,7200000,4700000,11500000,7000000, Approved,30400000
1041,3, Not Graduate, Yes,8000000,28800000,10,576,18800000,7500000,16300000,11900000, Approved,54500000
3096,4, Graduate, Yes,4100000,10400000,12,727,11900000,5900000,16400000,4400000, Approved,38600000
2761,2, Graduate, No,2900000,11300000,12,839,700000,5100000,8100000,2600000, Approved,16500000
2121,3, Not Graduate, Yes,3200000,7200000,6,728,4800000,2000000,8000000,4600000, Approved,19400000
1525,2, Not Graduate, Yes,3000000,7100000,4,819,5400000,4800000,6000000,2100000, Approved,18300000
3802,2, Graduate, No,1000000,3700000,18,892,2200000,800000,3000000,500000, Approved,6500000
2249,5, Graduate, Yes,6200000,12800000,2,539,5600000,9800000,22300000,4800000, Rejected,42500000
482,0, Graduate, Yes,5300000,15000000,2,900,1700000,2100000,21000000,5800000, Approved,30600000
4129,5, Not Graduate, Yes,6800000,22800000,14,382,17600000,700000,21700000,5800000, Rejected,45800000
3275,1, Not Graduate, No,1000000,3400000,18,578,2300000,400000,3100000,1200000, Approved,7000000
1763,5, Not Graduate, No,3300000,8400000,18,520,500000,6300000,11000000,4000000, Rejected,21800000
3624,2, Not Graduate, Yes,8700000,28400000,12,880,8000000,1800000,19400000,4400000, Approved,33600000
4268,1, Not Graduate, No,4100000,12800000,8,780,8200000,700000,14100000,5800000, Approved,28800000
3067,3, Not Graduate, No,9200000,19500000,12,742,18300000,9900000,19500000,13700000, Approved,61400000
3028,4, Not Graduate, Yes,5900000,20700000,10,825,11700000,7900000,21000000,8500000, Approved,49100000
406,2, Not Graduate, Yes,1800000,5700000,4,809,1200000,1900000,6300000,2400000, Approved,11800000
758,0, Graduate, No,1400000,5500000,6,393,500000,1500000,5400000,1800000, Rejected,9200000
2712,1, Not Graduate, No,1200000,2700000,14,779,600000,2200000,2400000,600000, Approved,5800000
2671,5, Graduate, Yes,600000,1400000,10,877,1400000,400000,2000000,700000, Approved,4500000
2903,4, Not Graduate, Yes,3600000,12400000,18,494,5300000,100000,10200000,1900000, Rejected,17500000
98,2, Not Graduate, No,8700000,25000000,20,861,14700000,8500000,23200000,7300000, Approved,53700000
1334,0, Graduate, Yes,5000000,18900000,6,641,4300000,8500000,19600000,6700000, Approved,39100000
3533,4, Graduate, Yes,8200000,24000000,20,831,23000000,3000000,24800000,5400000, Approved,56200000
187,1, Not Graduate, Yes,1700000,5000000,10,888,2900000,900000,4100000,2200000, Approved,10100000
2916,1, Graduate, No,8400000,21800000,2,492,4000000,11000000,18200000,6600000, Rejected,39800000
3504,5, Graduate, Yes,1000000,3500000,18,882,900000,500000,2900000,600000, Approved,4900000
2059,2, Not Graduate, Yes,6600000,17000000,2,457,100000,1800000,23300000,6700000, Rejected,31900000
3117,5, Graduate, Yes,3400000,9800000,8,559,3500000,2900000,8300000,2200000, Approved,16900000
149,0, Not Graduate, Yes,4900000,11900000,16,709,14600000,900000,18500000,3800000, Approved,37800000
29,5, Not Graduate, Yes,7000000,24000000,6,336,2300000,11900000,27500000,9700000, Rejected,51400000
3030,0, Not Graduate, Yes,2000000,5200000,18,400,1900000,1500000,5000000,1500000, Rejected,9900000
3024,4, Not Graduate, No,1800000,7200000,20,496,3000000,1100000,7200000,2000000, Rejected,13300000
693,1, Not Graduate, No,7200000,24700000,6,596,8800000,1400000,21700000,5800000, Approved,37700000
1387,4, Graduate, Yes,6600000,16000000,16,379,6500000,12600000,24700000,4500000, Rejected,48300000
1846,1, Graduate, Yes,5000000,19400000,10,410,11600000,6200000,11700000,4500000, Rejected,34000000
3035,0, Graduate, Yes,3100000,7100000,10,498,3800000,1100000,12200000,4300000, Rejected,21400000
1600,2, Not Graduate, Yes,3900000,9300000,8,591,10900000,2700000,9600000,3300000, Approved,26500000
3587,2, Graduate, Yes,2200000,8100000,8,710,500000,2900000,7300000,1000000, Approved,11700000
702,1, Graduate, No,2200000,4900000,8,509,3800000,0,5400000,2900000, Rejected,12100000
1709,1, Graduate, Yes,2400000,9300000,20,543,700000,800000,5000000,3400000, Rejected,9900000
455,2, Graduate, No,1800000,4700000,8,792,4500000,1200000,4100000,2200000, Approved,12000000
2041,1, Not Graduate, Yes,5600000,21100000,10,459,9700000,1400000,13900000,8100000, Rejected,33100000
4188,3, Not Graduate, No,4100000,14100000,8,367,900000,800000,8900000,5300000, Rejected,15900000
2316,0, Not Graduate, No,2000000,4800000,20,337,1300000,2200000,5500000,1700000, Rejected,10700000
610,4, Not Graduate, No,8300000,17900000,20,846,12700000,1300000,26800000,12200000, Approved,53000000
168,1, Graduate, No,1800000,6500000,6,540,2500000,3200000,5000000,1100000, Rejected,11800000
731,3, Graduate, No,5800000,19600000,16,313,11100000,8100000,22700000,6300000, Rejected,48200000
3190,1, Not Graduate, No,1400000,4400000,14,787,1600000,1200000,4200000,800000, Approved,7800000
3991,1, Not Graduate, Yes,1600000,4800000,14,544,2200000,200000,6200000,1200000, Rejected,9800000
2943,2, Not Graduate, Yes,3800000,7600000,20,788,1700000,5200000,9200000,5600000, Approved,21700000
1623,3, Graduate, Yes,9000000,32900000,6,657,9900000,600000,29200000,12000000, Approved,51700000
588,5, Graduate, No,1100000,3800000,18,508,200000,1800000,2300000,900000, Rejected,5200000
1402,3, Graduate, Yes,4900000,14300000,14,439,10300000,5600000,17400000,5100000, Rejected,38400000
1701,0, Not Graduate, No,5900000,17600000,16,645,13000000,3100000,23400000,8600000, Approved,48100000
3233,2, Graduate, No,6500000,14100000,14,577,4600000,12000000,25100000,3900000, Approved,45600000
3496,3, Not Graduate, Yes,8700000,27200000,18,454,9100000,9300000,30900000,12000000, Rejected,61300000
1380,0, Not Graduate, No,4500000,17500000,10,495,10300000,3500000,9700000,6200000, Rejected,29700000
2090,0, Not Graduate, Yes,800000,2600000,2,618,300000,1200000,2000000,500000, Approved,4000000
2176,2, Graduate, No,7000000,19800000,10,563,3900000,9400000,22800000,8000000, Approved,44100000
3193,0, Graduate, Yes,5300000,13300000,12,572,4200000,2500000,18000000,7100000, Approved,31800000
3291,1, Graduate, Yes,5400000,19300000,12,784,5000000,1800000,20300000,6500000, Approved,33600000
2658,1, Not Graduate, Yes,1200000,4800000,6,344,2900000,1700000,3200000,1300000, Rejected,9100000
3604,4, Not Graduate, Yes,6400000,15500000,2,324,18400000,11100000,13900000,4500000, Rejected,47900000
442,5, Graduate, Yes,9600000,32400000,2,897,3500000,15400000,26800000,6200000, Approved,51900000
3906,1, Graduate, No,3700000,8700000,20,885,6200000,3500000,10900000,2600000, Approved,23200000
2052,4, Graduate, No,6500000,14500000,4,588,10300000,9500000,22800000,6400000, Approved,49000000
2542,3, Not Graduate, Yes,8400000,29500000,20,661,14600000,3400000,28900000,10900000, Approved,57800000
1302,2, Graduate, Yes,6300000,23200000,12,556,7000000,8300000,24200000,5300000, Approved,44800000
3771,4, Graduate, No,8100000,28100000,12,672,5600000,9200000,17200000,9500000, Approved,41500000
1305,2, Graduate, Yes,9400000,24800000,14,513,24200000,18200000,37200000,7500000, Rejected,87100000
237,3, Graduate, Yes,900000,3500000,4,770,700000,0,2000000,600000, Rejected,3300000
2600,0, Graduate, Yes,2300000,4900000,12,409,3300000,2400000,4700000,3200000, Rejected,13600000
521,3, Not Graduate, No,7200000,21200000,4,711,10800000,4200000,24900000,5700000, Approved,45600000
2574,4, Not Graduate, No,5600000,14800000,20,656,9600000,9200000,11600000,6500000, Approved,36900000
2769,4, Not Graduate, Yes,7700000,23400000,6,400,3900000,3400000,20800000,10700000, Rejected,38800000
736,0, Graduate, No,4700000,14400000,14,881,11000000,6100000,17600000,2400000, Approved,37100000
3943,0, Graduate, No,7600000,30100000,2,743,20700000,8700000,27600000,9600000, Approved,66600000
2107,5, Graduate, No,9000000,18000000,18,509,24600000,5200000,20000000,6100000, Rejected,55900000
2680,0, Graduate, No,3100000,8100000,18,768,400000,1600000,11600000,2400000, Approved,16000000
2762,4, Not Graduate, No,7900000,25700000,18,589,4300000,300000,25300000,9800000, Approved,39700000
593,5, Graduate, No,800000,2200000,6,493,900000,500000,2800000,1000000, Rejected,5200000
1304,2, Graduate, No,4500000,17200000,18,406,4100000,6300000,13800000,3300000, Rejected,27500000
1388,5, Not Graduate, Yes,9400000,26600000,20,771,10200000,12600000,36900000,11700000, Approved,71400000
2882,1, Not Graduate, No,6400000,16400000,6,428,12400000,10900000,23900000,8900000, Rejected,56100000
3287,3, Graduate, Yes,5300000,20300000,14,432,15000000,0,17200000,5900000, Rejected,38100000
4202,0, Not Graduate, Yes,4700000,17000000,18,802,3600000,1600000,17800000,2700000, Approved,25700000
905,2, Graduate, No,4100000,14900000,12,571,-100000,5200000,13000000,3400000, Approved,21500000
3776,4, Not Graduate, Yes,400000,1400000,10,665,300000,300000,1500000,200000, Approved,2300000
1280,0, Not Graduate, Yes,5500000,16300000,10,724,11900000,1500000,11900000,6200000, Approved,31500000
3550,2, Not Graduate, Yes,5000000,19500000,14,775,3100000,4700000,9900000,6500000, Approved,24200000
4183,1, Not Graduate, No,400000,1600000,16,784,800000,700000,700000,100000, Approved,2300000
2309,0, Graduate, No,2700000,7400000,10,778,6800000,800000,5600000,2800000, Approved,16000000
3531,0, Not Graduate, No,2000000,4700000,2,820,4700000,500000,7900000,1200000, Approved,14300000
3648,3, Not Graduate, No,3900000,11900000,6,607,6600000,6000000,8800000,2000000, Approved,23400000
3519,0, Not Graduate, No,4800000,18800000,16,551,7900000,9400000,17300000,5500000, Approved,40100000
707,3, Graduate, No,7000000,18900000,2,691,6300000,7400000,15200000,3900000, Approved,32800000
3925,5, Not Graduate, No,3200000,9300000,6,656,7000000,3200000,12700000,4200000, Approved,27100000
746,3, Not Graduate, Yes,3700000,12700000,18,587,11000000,3100000,8800000,4100000, Approved,27000000
1940,5, Not Graduate, Yes,8500000,25800000,14,786,13900000,11000000,32400000,11300000, Approved,68600000
3996,5, Not Graduate, No,9300000,28300000,12,741,7600000,12900000,32400000,5200000, Approved,58100000
2911,5, Not Graduate, No,500000,1200000,16,499,600000,600000,1500000,200000, Rejected,2900000
514,3, Graduate, Yes,3400000,9700000,20,728,1500000,1500000,7300000,2400000, Approved,12700000
82,0, Not Graduate, No,8800000,31200000,4,826,2900000,500000,33300000,8600000, Approved,45300000
4249,4, Graduate, Yes,5300000,14500000,4,352,12600000,4900000,14900000,3500000, Rejected,35900000
1309,1, Not Graduate, Yes,9900000,38500000,2,875,19600000,2900000,20200000,6500000, Approved,49200000
3861,4, Graduate, No,8700000,25200000,18,790,25000000,9100000,18400000,8400000, Approved,60900000
915,2, Graduate, No,700000,2000000,8,806,1900000,1100000,2200000,400000, Approved,5600000
4101,3, Graduate, No,9000000,22700000,16,793,11700000,10800000,35000000,7000000, Approved,64500000
4083,2, Not Graduate, No,2300000,5000000,16,588,2000000,3500000,7000000,1500000, Approved,14000000
775,0, Graduate, Yes,7300000,23300000,2,616,15700000,5900000,25800000,4100000, Approved,51500000
330,4, Not Graduate, No,200000,600000,10,404,0,100000,400000,0, Rejected,500000
2055,3, Not Graduate, Yes,8000000,25600000,6,337,8800000,500000,18900000,9800000, Rejected,38000000
2002,4, Not Graduate, No,3900000,8800000,14,527,4600000,4900000,14900000,3100000, Rejected,27500000
944,5, Graduate, No,1400000,2900000,4,829,800000,600000,5400000,1600000, Approved,8400000
823,2, Graduate, Yes,8300000,19500000,4,415,2300000,9400000,21700000,8600000, Rejected,42000000
3658,1, Graduate, Yes,5600000,16800000,16,528,7500000,6500000,12300000,3900000, Rejected,30200000
910,3, Not Graduate, No,3200000,10000000,18,532,3300000,100000,9800000,2100000, Rejected,15300000
2517,4, Graduate, No,300000,1100000,4,359,100000,0,1000000,200000, Approved,1300000
182,0, Graduate, Yes,900000,2200000,16,566,100000,700000,2000000,600000, Approved,3400000
165,2, Graduate, Yes,8100000,22300000,18,737,22300000,12600000,27000000,7300000, Approved,69200000
1524,2, Graduate, No,6100000,23600000,2,476,4600000,2900000,22500000,3800000, Approved,33800000
452,2, Graduate, Yes,500000,900000,18,618,1400000,600000,1200000,400000, Approved,3600000
2539,4, Not Graduate, Yes,3900000,12000000,14,893,6000000,4700000,12900000,5200000, Approved,28800000
3040,2, Graduate, Yes,200000,800000,12,483,100000,200000,600000,300000, Rejected,1200000
1312,3, Graduate, Yes,7000000,24200000,2,354,18200000,7000000,15900000,7900000, Approved,49000000
1112,0, Graduate, No,1400000,5000000,8,686,1800000,1900000,3200000,1500000, Approved,8400000
3689,4, Graduate, Yes,4700000,11000000,4,321,10100000,100000,9600000,6900000, Rejected,26700000
1288,5, Not Graduate, Yes,8900000,24800000,18,842,16200000,5000000,20000000,8100000, Approved,49300000
4217,1, Graduate, Yes,2100000,5200000,14,802,100000,600000,6400000,2500000, Approved,9600000
3701,0, Graduate, Yes,2800000,6800000,12,349,4100000,2000000,11100000,1400000, Rejected,18600000
328,0, Not Graduate, No,7800000,28800000,12,465,4700000,7500000,28800000,7400000, Rejected,48400000
1791,0, Not Graduate, Yes,2200000,7500000,10,497,2300000,2100000,5700000,1800000, Rejected,11900000
2491,1, Graduate, No,6600000,18500000,8,712,2300000,3200000,24400000,7600000, Approved,37500000
3947,1, Graduate, Yes,3500000,10800000,14,632,6900000,1500000,10900000,4200000, Approved,23500000
2008,5, Graduate, No,7900000,28600000,12,812,12100000,14400000,30000000,11700000, Approved,68200000
1859,2, Graduate, Yes,300000,800000,10,752,600000,300000,1000000,400000, Approved,2300000
3915,5, Not Graduate, No,6200000,16400000,6,360,900000,7200000,22400000,6300000, Rejected,36800000
313,2, Graduate, Yes,2200000,5100000,20,859,3800000,1200000,6400000,3100000, Approved,14500000
833,3, Graduate, No,6200000,16700000,10,880,15800000,8200000,20100000,9100000, Approved,53200000
1202,3, Graduate, No,3900000,14900000,4,728,4700000,4000000,14900000,5500000, Approved,29100000
3876,5, Graduate, No,1600000,6100000,8,663,3900000,800000,6400000,1200000, Approved,12300000
2910,3, Graduate, Yes,5000000,13900000,8,555,12300000,6700000,18100000,4800000, Approved,41900000
2135,2, Not Graduate, Yes,8500000,26900000,6,538,21300000,16400000,21500000,4600000, Rejected,63800000
2210,5, Not Graduate, Yes,5400000,16700000,2,354,1100000,4500000,19300000,5200000, Approved,30100000
3423,1, Not Graduate, No,8100000,21900000,6,884,15100000,5400000,27500000,6600000, Approved,54600000
1482,3, Graduate, Yes,7500000,25100000,18,554,12500000,7900000,28500000,4700000, Approved,53600000
778,2, Graduate, No,4300000,9400000,2,485,11000000,8100000,11000000,2200000, Rejected,32300000
800,3, Not Graduate, Yes,5100000,10400000,18,399,8000000,4300000,20100000,4600000, Rejected,37000000
55,2, Graduate, Yes,5100000,19700000,20,590,7400000,9300000,19400000,3400000, Approved,39500000
1921,4, Not Graduate, No,500000,1300000,6,809,200000,300000,900000,500000, Approved,1900000
3839,0, Graduate, Yes,4500000,12200000,20,311,11200000,5000000,12700000,2400000, Rejected,31300000
4038,4, Graduate, Yes,600000,1400000,4,761,800000,500000,2100000,300000, Approved,3700000
1702,1, Graduate, Yes,4300000,10100000,2,797,4400000,4500000,16300000,4700000, Approved,29900000
2162,0, Not Graduate, No,6400000,14200000,2,512,1600000,9200000,23100000,3500000, Rejected,37400000
1137,1, Graduate, Yes,9000000,33500000,18,727,18800000,10500000,28100000,5300000, Approved,62700000
988,5, Graduate, No,9400000,25800000,14,625,28200000,15400000,30800000,11100000, Approved,85500000
3493,2, Not Graduate, No,9000000,27300000,14,353,22600000,4400000,26900000,7200000, Rejected,61100000
3181,4, Graduate, No,3200000,12200000,14,683,-100000,1100000,7500000,2900000, Rejected,11400000
1395,3, Not Graduate, No,7000000,21600000,12,739,1600000,7600000,24500000,8400000, Approved,42100000
2638,0, Not Graduate, No,5100000,19900000,12,867,1800000,7100000,18300000,5700000, Approved,32900000
769,4, Graduate, No,5300000,15400000,8,584,5100000,1700000,14000000,5000000, Approved,25800000
3942,3, Not Graduate, Yes,5300000,20800000,6,487,9700000,3400000,18500000,4200000, Rejected,35800000
286,1, Not Graduate, No,4700000,14000000,6,468,11300000,1800000,10600000,4600000, Rejected,28300000
3917,1, Graduate, Yes,8900000,21200000,8,716,5400000,9200000,23800000,7900000, Approved,46300000
429,4, Not Graduate, Yes,400000,900000,20,771,1000000,500000,1600000,500000, Approved,3600000
2333,3, Graduate, Yes,7700000,23100000,8,807,2900000,9800000,20400000,7000000, Approved,40100000
2718,0, Not Graduate, No,9000000,28400000,4,612,0,7200000,26900000,13200000, Approved,47300000
2080,3, Not Graduate, Yes,8800000,25100000,8,473,17200000,600000,24400000,12400000, Rejected,54600000
723,4, Not Graduate, No,6800000,24200000,18,349,18800000,0,15800000,9400000, Rejected,44000000
952,5, Not Graduate, No,1100000,2500000,4,827,2400000,1000000,4100000,600000, Approved,8100000
3729,2, Graduate, No,3300000,13000000,16,300,5500000,5900000,7400000,3100000, Rejected,21900000
2263,0, Graduate, No,7400000,24900000,20,648,7100000,7900000,23300000,6200000, Approved,44500000
990,5, Not Graduate, No,4400000,14900000,4,865,8200000,6200000,14900000,3500000, Approved,32800000
1760,1, Not Graduate, Yes,3100000,6300000,20,867,1900000,6100000,6600000,4000000, Approved,18600000
2997,1, Not Graduate, Yes,7100000,18000000,20,477,6600000,13200000,19300000,9300000, Rejected,48400000
327,2, Not Graduate, Yes,3900000,11300000,12,516,3100000,0,10400000,4600000, Rejected,18100000
2609,1, Not Graduate, No,7400000,29100000,8,597,12100000,4800000,16300000,7000000, Approved,40200000
1384,4, Not Graduate, No,1700000,4900000,18,843,4800000,2200000,6200000,1800000, Approved,15000000
1725,1, Not Graduate, Yes,200000,600000,2,511,500000,100000,800000,200000, Approved,1600000
1087,0, Graduate, Yes,7700000,18100000,18,705,6100000,5100000,23800000,6300000, Approved,41300000
3568,2, Not Graduate, Yes,2500000,7200000,16,454,4200000,1000000,7100000,2100000, Rejected,14400000
342,5, Graduate, No,8600000,21000000,8,465,11700000,14900000,19500000,9900000, Rejected,56000000
148,3, Graduate, No,4000000,11100000,12,572,9700000,100000,12500000,2400000, Approved,24700000
3449,4, Not Graduate, No,2800000,8300000,14,352,4900000,2600000,7100000,3700000, Rejected,18300000
1108,5, Graduate, Yes,4800000,10300000,8,781,4800000,6800000,11100000,4300000, Approved,27000000
849,1, Graduate, No,2600000,6600000,6,506,2300000,1900000,9600000,2100000, Rejected,15900000
967,1, Graduate, No,4400000,10700000,18,324,2200000,3300000,12700000,5400000, Rejected,23600000
4072,0, Graduate, Yes,7000000,14000000,4,702,9000000,3100000,21400000,7600000, Approved,41100000
2204,0, Graduate, No,7600000,19700000,12,545,4300000,5200000,29500000,7300000, Rejected,46300000
3274,3, Graduate, Yes,4000000,8300000,8,531,3700000,7400000,15200000,5900000, Rejected,32200000
662,4, Not Graduate, Yes,1600000,4800000,20,641,4200000,1000000,4100000,1400000, Approved,10700000
1003,5, Not Graduate, No,9600000,20700000,14,442,25800000,9800000,31800000,8200000, Rejected,75600000
3453,5, Not Graduate, Yes,2300000,5000000,10,431,300000,3700000,8700000,2900000, Rejected,15600000
3733,3, Graduate, No,1000000,4000000,6,625,700000,100000,2800000,500000, Approved,4100000
3457,1, Not Graduate, No,8000000,30900000,2,315,23500000,1200000,19500000,7300000, Approved,51500000
3946,4, Not Graduate, Yes,7900000,27300000,10,560,23100000,14400000,28500000,10900000, Approved,76900000
1880,3, Not Graduate, Yes,2700000,10600000,8,840,500000,3000000,9000000,1900000, Approved,14400000
4145,3, Graduate, No,6900000,22800000,16,582,17700000,2200000,23500000,4400000, Approved,47800000
1204,0, Graduate, No,4100000,10700000,8,855,11500000,700000,11200000,3100000, Approved,26500000
1991,4, Graduate, No,6200000,12400000,20,547,14200000,10800000,17200000,8000000, Rejected,50200000
25,0, Not Graduate, No,4900000,9800000,16,324,3800000,8700000,10000000,3300000, Rejected,25800000
4143,3, Not Graduate, Yes,7600000,29300000,8,843,21500000,3000000,22800000,11200000, Approved,58500000
2992,3, Not Graduate, No,2300000,8500000,12,557,3600000,1400000,6200000,1300000, Approved,12500000
3072,3, Graduate, No,9400000,20300000,10,649,19600000,6700000,36100000,10000000, Approved,72400000
3396,2, Not Graduate, Yes,600000,2300000,12,335,400000,900000,1200000,400000, Rejected,2900000
876,1, Not Graduate, Yes,1700000,4500000,20,480,200000,600000,5400000,1900000, Rejected,8100000
4005,2, Graduate, No,4500000,14600000,6,832,2700000,8500000,10900000,6700000, Approved,28800000
939,4, Not Graduate, Yes,1400000,5100000,14,312,4000000,1000000,3200000,1400000, Rejected,9600000
2688,1, Not Graduate, No,9600000,28300000,6,536,18700000,9300000,27300000,6000000, Rejected,61300000
2395,2, Not Graduate, Yes,4700000,13700000,6,506,1300000,7900000,16700000,3500000, Rejected,29400000
3716,2, Not Graduate, Yes,8300000,17600000,2,355,1000000,700000,28400000,6800000, Rejected,36900000
4253,3, Not Graduate, No,4100000,14100000,10,300,7600000,2100000,8400000,2200000, Rejected,20300000
386,3, Not Graduate, No,3200000,10800000,4,833,2600000,1000000,8700000,2600000, Approved,14900000
3385,0, Not Graduate, No,1900000,6900000,4,749,2100000,3700000,4300000,2200000, Approved,12300000
3718,4, Graduate, No,5600000,12000000,4,719,5600000,2900000,14500000,3400000, Approved,26400000
3245,3, Not Graduate, Yes,7100000,25400000,10,725,20600000,5300000,16000000,8600000, Approved,50500000
2292,3, Graduate, Yes,4100000,10600000,14,475,5400000,4300000,13900000,4500000, Rejected,28100000
3758,3, Graduate, No,2800000,8500000,20,431,6200000,1700000,7800000,2200000, Rejected,17900000
937,1, Graduate, No,4700000,11700000,6,308,11800000,1100000,15100000,3700000, Rejected,31700000
3831,0, Graduate, Yes,4300000,12800000,20,572,8600000,2200000,11000000,6100000, Approved,27900000
2361,5, Not Graduate, No,2200000,8100000,4,409,300000,0,4900000,2400000, Rejected,7600000
202,2, Not Graduate, Yes,3800000,8900000,16,389,200000,5600000,12200000,2200000, Rejected,20200000
1333,0, Graduate, No,1500000,3600000,14,747,200000,1400000,3000000,1200000, Approved,5800000
2709,2, Graduate, Yes,8200000,23600000,6,495,23000000,10600000,27200000,6100000, Rejected,66900000
1935,2, Graduate, Yes,5000000,15900000,16,699,8800000,5900000,18100000,7200000, Approved,40000000
936,3, Not Graduate, No,1200000,4500000,6,819,1400000,1100000,4400000,900000, Approved,7800000
2419,0, Not Graduate, No,9000000,35100000,6,898,500000,16200000,20700000,9100000, Approved,46500000
567,2, Not Graduate, No,2800000,5900000,6,895,1000000,3900000,10900000,1500000, Approved,17300000
1855,5, Not Graduate, No,900000,3100000,20,834,1000000,900000,2100000,1300000, Approved,5300000
2873,1, Not Graduate, No,8100000,25400000,6,477,4500000,13200000,23200000,4400000, Rejected,45300000
